Observation,Grade,Label,Prediction,Threshold,New Prediction,Explanation,Change
1764,B,False,0.20453850345285896,0.05,0.041992681816998036,1,home_ownership::OWN from 1.0 to 0.0
1764,B,False,0.20453850345285896,0.05,0.041992681816998036,1,term:: 36 months from 0.0 to 1.0
1764,B,False,0.20453850345285896,0.05,0.041992681816998036,1,term:: 60 months from 1.0 to 0.0
1764,B,False,0.20453850345285896,0.05,0.04867175962369587,2,loan_amnt from 24999.999999999996 to 14398.863749999999
1764,B,False,0.20453850345285896,0.05,0.04867175962369587,2,term:: 36 months from 0.0 to 1.0
1764,B,False,0.20453850345285896,0.05,0.04867175962369587,2,term:: 60 months from 1.0 to 0.0
1764,B,False,0.20453850345285896,0.05,0.04392594730467886,3,annual_inc from 86758.93923746824 to 66085.45986557804
1764,B,False,0.20453850345285896,0.05,0.04392594730467886,3,delinq_2yrs from 1.0 to 0.3146
1764,B,False,0.20453850345285896,0.05,0.04392594730467886,3,revol_util from 21.800740740740743 to 50.401448533641975
1764,B,False,0.20453850345285896,0.05,0.04392594730467886,3,cr_hist from 186.4868946028499 to 171.39587691412487
1764,B,False,0.20453850345285896,0.05,0.04392594730467886,3,term:: 36 months from 0.0 to 1.0
1764,B,False,0.20453850345285896,0.05,0.04392594730467886,3,term:: 60 months from 1.0 to 0.0
1765,C,False,0.2189446695465414,0.05,,0,No Explanation
1766,C,False,0.17033248393430256,0.05,0.03051108318554427,1,funded_amnt from 31299.999999999996 to 14391.65375
1766,C,False,0.17033248393430256,0.05,0.03051108318554427,1,term:: 36 months from 0.0 to 1.0
1766,C,False,0.17033248393430256,0.05,0.03051108318554427,1,term:: 60 months from 1.0 to 0.0
1766,C,False,0.17033248393430256,0.05,0.045614420114439024,2,loan_amnt from 31299.999999999996 to 14398.863749999999
1766,C,False,0.17033248393430256,0.05,0.045614420114439024,2,annual_inc from 61647.49447893662 to 66085.45986557804
1766,C,False,0.17033248393430256,0.05,0.045614420114439024,2,term:: 36 months from 0.0 to 1.0
1766,C,False,0.17033248393430256,0.05,0.045614420114439024,2,term:: 60 months from 1.0 to 0.0
1766,C,False,0.17033248393430256,0.05,0.047137369286751774,3,loan_amnt from 31299.999999999996 to 14398.863749999999
1766,C,False,0.17033248393430256,0.05,0.047137369286751774,3,revol_util from 90.93203703703703 to 50.401448533641975
1766,C,False,0.17033248393430256,0.05,0.047137369286751774,3,term:: 36 months from 0.0 to 1.0
1766,C,False,0.17033248393430256,0.05,0.047137369286751774,3,term:: 60 months from 1.0 to 0.0
1766,C,False,0.17033248393430256,0.05,0.04972916946245408,4,loan_amnt from 31299.999999999996 to 14398.863749999999
1766,C,False,0.17033248393430256,0.05,0.04972916946245408,4,revol_bal from 22873.983128719086 to 12602.222474979331
1766,C,False,0.17033248393430256,0.05,0.04972916946245408,4,term:: 36 months from 0.0 to 1.0
1766,C,False,0.17033248393430256,0.05,0.04972916946245408,4,term:: 60 months from 1.0 to 0.0
1766,C,False,0.17033248393430256,0.05,0.040474422558798406,5,loan_amnt from 31299.999999999996 to 14398.863749999999
1766,C,False,0.17033248393430256,0.05,0.040474422558798406,5,dti from 1.639133933933934 to 2.0512227454354353
1766,C,False,0.17033248393430256,0.05,0.040474422558798406,5,purpose::credit_card from 1.0 to 0.0
1766,C,False,0.17033248393430256,0.05,0.040474422558798406,5,purpose::debt_consolidation from 0.0 to 1.0
1766,C,False,0.17033248393430256,0.05,0.040474422558798406,5,term:: 36 months from 0.0 to 1.0
1766,C,False,0.17033248393430256,0.05,0.040474422558798406,5,term:: 60 months from 1.0 to 0.0
1767,E,False,0.3474229829412565,0.05,,0,No Explanation
1768,C,False,0.22149357980720133,0.05,,0,No Explanation
1769,D,False,0.36305085272341686,0.05,,0,No Explanation
1770,C,False,0.183265392927124,0.05,0.03392143693001356,1,open_acc from 29.53125 to 14.77534140625
1770,C,False,0.183265392927124,0.05,0.03392143693001356,1,emp_length::10+ years from 0.0 to 1.0
1770,C,False,0.183265392927124,0.05,0.03392143693001356,1,emp_length::7 years from 1.0 to 0.0
1770,C,False,0.183265392927124,0.05,0.03392143693001356,1,home_ownership::MORTGAGE from 0.0 to 1.0
1770,C,False,0.183265392927124,0.05,0.03392143693001356,1,home_ownership::RENT from 1.0 to 0.0
1771,B,True,0.16986389750001646,0.05,,0,No Explanation
1772,A,False,0.10379380255406638,0.05,0.04874636134255772,1,dti from 2.867920720720721 to 2.0512227454354353
1772,A,False,0.10379380255406638,0.05,0.030478236798511388,2,annual_inc from 42211.391724655194 to 66085.45986557804
1772,A,False,0.10379380255406638,0.05,0.030478236798511388,2,home_ownership::MORTGAGE from 0.0 to 1.0
1772,A,False,0.10379380255406638,0.05,0.030478236798511388,2,home_ownership::OWN from 1.0 to 0.0
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,open_acc from 19.15625 to 14.77534140625
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,emp_length::10+ years from 0.0 to 1.0
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,emp_length::7 years from 1.0 to 0.0
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,home_ownership::MORTGAGE from 0.0 to 1.0
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,home_ownership::OWN from 1.0 to 0.0
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,verification_status::Not Verified from 1.0 to 0.0
1772,A,False,0.10379380255406638,0.05,0.048837978755085366,3,verification_status::Source Verified from 0.0 to 1.0
1773,E,True,0.34015007728486707,0.05,,0,No Explanation
1774,C,False,0.15606464532393596,0.05,0.044914536108243766,1,annual_inc from 34825.672678028255 to 66085.45986557804
1774,C,False,0.15606464532393596,0.05,0.044914536108243766,1,revol_util from 82.32648148148148 to 50.401448533641975
1774,C,False,0.15606464532393596,0.05,0.044914536108243766,1,cr_hist from 189.0570733388835 to 171.39587691412487
1774,C,False,0.15606464532393596,0.05,0.044914536108243766,1,home_ownership::MORTGAGE from 0.0 to 1.0
1774,C,False,0.15606464532393596,0.05,0.044914536108243766,1,home_ownership::RENT from 1.0 to 0.0
1774,C,False,0.15606464532393596,0.05,0.04655484923953895,2,annual_inc from 34825.672678028255 to 66085.45986557804
1774,C,False,0.15606464532393596,0.05,0.04655484923953895,2,revol_util from 82.32648148148148 to 50.401448533641975
1774,C,False,0.15606464532393596,0.05,0.04655484923953895,2,purpose::credit_card from 1.0 to 0.0
1774,C,False,0.15606464532393596,0.05,0.04655484923953895,2,purpose::debt_consolidation from 0.0 to 1.0
1774,C,False,0.15606464532393596,0.05,0.04655484923953895,2,home_ownership::MORTGAGE from 0.0 to 1.0
1774,C,False,0.15606464532393596,0.05,0.04655484923953895,2,home_ownership::RENT from 1.0 to 0.0
1774,C,False,0.15606464532393596,0.05,0.04783177687284181,3,funded_amnt from 11999.999999999998 to 14391.65375
1774,C,False,0.15606464532393596,0.05,0.04783177687284181,3,annual_inc from 34825.672678028255 to 66085.45986557804
1774,C,False,0.15606464532393596,0.05,0.04783177687284181,3,revol_util from 82.32648148148148 to 50.401448533641975
1774,C,False,0.15606464532393596,0.05,0.04783177687284181,3,home_ownership::MORTGAGE from 0.0 to 1.0
1774,C,False,0.15606464532393596,0.05,0.04783177687284181,3,home_ownership::RENT from 1.0 to 0.0
1775,C,False,0.17554060391069265,0.05,,0,No Explanation
1776,C,False,0.1449338543853022,0.05,0.04350762356880695,1,revol_bal from 4628.48268029908 to 12602.222474979331
1776,C,False,0.1449338543853022,0.05,0.04350762356880695,1,pub_rec from 0.6785714285714285 to 0.14473928571428568
1776,C,False,0.1449338543853022,0.05,0.04350762356880695,1,home_ownership::MORTGAGE from 0.0 to 1.0
1776,C,False,0.1449338543853022,0.05,0.04350762356880695,1,home_ownership::RENT from 1.0 to 0.0
1776,C,False,0.1449338543853022,0.05,0.04750504872139485,2,revol_bal from 4628.48268029908 to 12602.222474979331
1776,C,False,0.1449338543853022,0.05,0.04750504872139485,2,pub_rec from 0.6785714285714285 to 0.14473928571428568
1776,C,False,0.1449338543853022,0.05,0.04750504872139485,2,purpose::debt_consolidation from 0.0 to 1.0
1776,C,False,0.1449338543853022,0.05,0.04750504872139485,2,purpose::home_improvement from 1.0 to 0.0
1777,C,False,0.23444547885199468,0.05,,0,No Explanation
1778,B,False,0.10184678798909522,0.05,0.043102951325457724,1,annual_inc from 27439.953631401313 to 66085.45986557804
1778,B,False,0.10184678798909522,0.05,0.043102951325457724,1,dti from 2.171232432432433 to 2.0512227454354353
1778,B,False,0.10184678798909522,0.05,0.043102951325457724,1,home_ownership::MORTGAGE from 0.0 to 1.0
1778,B,False,0.10184678798909522,0.05,0.043102951325457724,1,home_ownership::RENT from 1.0 to 0.0
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,loan_amnt from 1600.0 to 14398.863749999999
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,annual_inc from 27439.953631401313 to 66085.45986557804
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,revol_bal from 919.3348937570247 to 12602.222474979331
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,open_acc from 11.375 to 14.77534140625
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,cr_hist from 100.51300369640825 to 171.39587691412487
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,purpose::debt_consolidation from 0.0 to 1.0
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,purpose::moving from 1.0 to 0.0
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,home_ownership::MORTGAGE from 0.0 to 1.0
1778,B,False,0.10184678798909522,0.05,0.04580413330235141,2,home_ownership::RENT from 1.0 to 0.0
1779,E,False,0.5455112449454312,0.05,,0,No Explanation
1780,B,False,0.20312717095673427,0.05,,0,No Explanation
1781,C,False,0.30564898701004545,0.05,,0,No Explanation
1782,B,True,0.1265491001627971,0.05,,0,No Explanation
1783,B,False,0.14767289931014474,0.05,0.04793045301550607,1,dti from 2.8634114114114113 to 2.0512227454354353
1783,B,False,0.14767289931014474,0.05,0.04793045301550607,1,emp_length::10+ years from 0.0 to 1.0
1783,B,False,0.14767289931014474,0.05,0.04793045301550607,1,emp_length::5 years from 1.0 to 0.0
1783,B,False,0.14767289931014474,0.05,0.04793045301550607,1,home_ownership::MORTGAGE from 0.0 to 1.0
1783,B,False,0.14767289931014474,0.05,0.04793045301550607,1,home_ownership::RENT from 1.0 to 0.0
1783,B,False,0.14767289931014474,0.05,0.046467083090665565,2,annual_inc from 39879.059394141426 to 66085.45986557804
1783,B,False,0.14767289931014474,0.05,0.046467083090665565,2,dti from 2.8634114114114113 to 2.0512227454354353
1783,B,False,0.14767289931014474,0.05,0.046467083090665565,2,revol_bal from 8096.353545357224 to 12602.222474979331
1783,B,False,0.14767289931014474,0.05,0.046467083090665565,2,revol_util from 62.724938271604934 to 50.401448533641975
1783,B,False,0.14767289931014474,0.05,0.046467083090665565,2,home_ownership::MORTGAGE from 0.0 to 1.0
1783,B,False,0.14767289931014474,0.05,0.046467083090665565,2,home_ownership::RENT from 1.0 to 0.0
1784,C,True,0.6040617929200827,0.05,,0,No Explanation
1785,C,True,0.1802448556598235,0.05,0.04924026266465419,1,annual_inc from 77196.37668236176 to 66085.45986557804
1785,C,True,0.1802448556598235,0.05,0.04924026266465419,1,dti from 2.785625825825826 to 2.0512227454354353
1785,C,True,0.1802448556598235,0.05,0.04924026266465419,1,open_acc from 20.453125 to 14.77534140625
1785,C,True,0.1802448556598235,0.05,0.04924026266465419,1,home_ownership::MORTGAGE from 0.0 to 1.0
1785,C,True,0.1802448556598235,0.05,0.04924026266465419,1,home_ownership::RENT from 1.0 to 0.0
1786,C,False,0.10460808524350108,0.05,0.04989127589175381,1,funded_amnt from 11999.999999999998 to 14391.65375
1786,C,False,0.10460808524350108,0.05,0.04989127589175381,1,dti from 1.8612174174174176 to 2.0512227454354353
1786,C,False,0.10460808524350108,0.05,0.04989127589175381,1,fico_range_low from 690.0 to 695.6427500000001
1786,C,False,0.10460808524350108,0.05,0.04989127589175381,1,home_ownership::MORTGAGE from 0.0 to 1.0
1786,C,False,0.10460808524350108,0.05,0.04989127589175381,1,home_ownership::RENT from 1.0 to 0.0
1786,C,False,0.10460808524350108,0.05,0.04964009849771928,2,funded_amnt from 11999.999999999998 to 14391.65375
1786,C,False,0.10460808524350108,0.05,0.04964009849771928,2,open_acc from 16.5625 to 14.77534140625
1786,C,False,0.10460808524350108,0.05,0.04964009849771928,2,fico_range_low from 690.0 to 695.6427500000001
1786,C,False,0.10460808524350108,0.05,0.04964009849771928,2,home_ownership::MORTGAGE from 0.0 to 1.0
1786,C,False,0.10460808524350108,0.05,0.04964009849771928,2,home_ownership::RENT from 1.0 to 0.0
1786,C,False,0.10460808524350108,0.05,0.044960015762283964,3,funded_amnt from 11999.999999999998 to 14391.65375
1786,C,False,0.10460808524350108,0.05,0.044960015762283964,3,fico_range_low from 690.0 to 695.6427500000001
1786,C,False,0.10460808524350108,0.05,0.044960015762283964,3,revol_util from 65.68907407407407 to 50.401448533641975
1786,C,False,0.10460808524350108,0.05,0.044960015762283964,3,cr_hist from 115.99056355735766 to 171.39587691412487
1786,C,False,0.10460808524350108,0.05,0.044960015762283964,3,home_ownership::MORTGAGE from 0.0 to 1.0
1786,C,False,0.10460808524350108,0.05,0.044960015762283964,3,home_ownership::RENT from 1.0 to 0.0
1786,C,False,0.10460808524350108,0.05,0.04674153996616843,4,funded_amnt from 11999.999999999998 to 14391.65375
1786,C,False,0.10460808524350108,0.05,0.04674153996616843,4,fico_range_high from 694.0 to 699.6428999999999
1786,C,False,0.10460808524350108,0.05,0.04674153996616843,4,fico_range_low from 690.0 to 695.6427500000001
1786,C,False,0.10460808524350108,0.05,0.04674153996616843,4,cr_hist from 115.99056355735766 to 171.39587691412487
1786,C,False,0.10460808524350108,0.05,0.04674153996616843,4,home_ownership::MORTGAGE from 0.0 to 1.0
1786,C,False,0.10460808524350108,0.05,0.04674153996616843,4,home_ownership::RENT from 1.0 to 0.0
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,1,annual_inc from 28217.397741572568 to 66085.45986557804
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,1,revol_bal from 3295.6410368606257 to 12602.222474979331
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,1,fico_range_high from 664.0 to 699.6428999999999
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,1,cr_hist from 166.68804521867924 to 171.39587691412487
1787,A,False,0.08962556678390364,0.05,0.04034729541684048,2,revol_bal from 3295.6410368606257 to 12602.222474979331
1787,A,False,0.08962556678390364,0.05,0.04034729541684048,2,open_acc from 11.375 to 14.77534140625
1787,A,False,0.08962556678390364,0.05,0.04034729541684048,2,pub_rec from 0.6785714285714285 to 0.14473928571428568
1787,A,False,0.08962556678390364,0.05,0.04034729541684048,2,fico_range_high from 664.0 to 699.6428999999999
1787,A,False,0.08962556678390364,0.05,0.04034729541684048,2,cr_hist from 166.68804521867924 to 171.39587691412487
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,3,annual_inc from 28217.397741572568 to 66085.45986557804
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,3,revol_bal from 3295.6410368606257 to 12602.222474979331
1787,A,False,0.08962556678390364,0.05,0.04107056431012788,3,fico_range_high from 664.0 to 699.6428999999999
1788,A,False,0.1704664993469507,0.05,0.04914063303025835,1,revol_bal from 762.6212662980215 to 12602.222474979331
1788,A,False,0.1704664993469507,0.05,0.04914063303025835,1,open_acc from 6.1875 to 14.77534140625
1788,A,False,0.1704664993469507,0.05,0.04914063303025835,1,cr_hist from 91.07960042349382 to 171.39587691412487
1788,A,False,0.1704664993469507,0.05,0.04914063303025835,1,verification_status::Source Verified from 0.0 to 1.0
1788,A,False,0.1704664993469507,0.05,0.04914063303025835,1,verification_status::Verified from 1.0 to 0.0
1789,C,False,0.19440398809419543,0.05,,0,No Explanation
1790,C,True,0.11734443527785256,0.05,0.048541102474691435,1,annual_inc from 54574.30796459853 to 66085.45986557804
1790,C,True,0.11734443527785256,0.05,0.048541102474691435,1,delinq_2yrs from 1.0 to 0.3146
1790,C,True,0.11734443527785256,0.05,0.048541102474691435,1,fico_range_high from 679.0 to 699.6428999999999
1790,C,True,0.11734443527785256,0.05,0.048541102474691435,1,cr_hist from 175.27413682037377 to 171.39587691412487
1790,C,True,0.11734443527785256,0.05,0.048541102474691435,1,home_ownership::MORTGAGE from 0.0 to 1.0
1790,C,True,0.11734443527785256,0.05,0.048541102474691435,1,home_ownership::RENT from 1.0 to 0.0
1791,B,False,0.09224652026179905,0.05,0.03619654285879035,1,annual_inc from 25986.13314538106 to 66085.45986557804
1791,B,False,0.09224652026179905,0.05,0.03619654285879035,1,emp_length::1 year from 1.0 to 0.0
1791,B,False,0.09224652026179905,0.05,0.03619654285879035,1,emp_length::10+ years from 0.0 to 1.0
1791,B,False,0.09224652026179905,0.05,0.03619654285879035,1,home_ownership::MORTGAGE from 0.0 to 1.0
1791,B,False,0.09224652026179905,0.05,0.03619654285879035,1,home_ownership::RENT from 1.0 to 0.0
1791,B,False,0.09224652026179905,0.05,0.04129488367421902,2,annual_inc from 25986.13314538106 to 66085.45986557804
1791,B,False,0.09224652026179905,0.05,0.04129488367421902,2,revol_bal from 2985.317022090322 to 12602.222474979331
1791,B,False,0.09224652026179905,0.05,0.04129488367421902,2,home_ownership::MORTGAGE from 0.0 to 1.0
1791,B,False,0.09224652026179905,0.05,0.04129488367421902,2,home_ownership::RENT from 1.0 to 0.0
1791,B,False,0.09224652026179905,0.05,0.044263890564200166,3,annual_inc from 25986.13314538106 to 66085.45986557804
1791,B,False,0.09224652026179905,0.05,0.044263890564200166,3,cr_hist from 58.40161363678126 to 171.39587691412487
1791,B,False,0.09224652026179905,0.05,0.044263890564200166,3,home_ownership::MORTGAGE from 0.0 to 1.0
1791,B,False,0.09224652026179905,0.05,0.044263890564200166,3,home_ownership::RENT from 1.0 to 0.0
1791,B,False,0.09224652026179905,0.05,0.04587705142585354,4,annual_inc from 25986.13314538106 to 66085.45986557804
1791,B,False,0.09224652026179905,0.05,0.04587705142585354,4,revol_util from 33.752901234567894 to 50.401448533641975
1791,B,False,0.09224652026179905,0.05,0.04587705142585354,4,home_ownership::MORTGAGE from 0.0 to 1.0
1791,B,False,0.09224652026179905,0.05,0.04587705142585354,4,home_ownership::RENT from 1.0 to 0.0
1792,B,False,0.25869215028829595,0.05,0.022472101594692682,1,purpose::debt_consolidation from 0.0 to 1.0
1792,B,False,0.25869215028829595,0.05,0.022472101594692682,1,purpose::home_improvement from 1.0 to 0.0
1792,B,False,0.25869215028829595,0.05,0.022472101594692682,1,term:: 36 months from 0.0 to 1.0
1792,B,False,0.25869215028829595,0.05,0.022472101594692682,1,term:: 60 months from 1.0 to 0.0
1792,B,False,0.25869215028829595,0.05,0.04559162148484714,2,funded_amnt from 24999.999999999996 to 14391.65375
1792,B,False,0.25869215028829595,0.05,0.04559162148484714,2,term:: 36 months from 0.0 to 1.0
1792,B,False,0.25869215028829595,0.05,0.04559162148484714,2,term:: 60 months from 1.0 to 0.0
1792,B,False,0.25869215028829595,0.05,0.04912137824396934,3,loan_amnt from 24999.999999999996 to 14398.863749999999
1792,B,False,0.25869215028829595,0.05,0.04912137824396934,3,cr_hist from 117.71343062217139 to 171.39587691412487
1792,B,False,0.25869215028829595,0.05,0.04912137824396934,3,term:: 36 months from 0.0 to 1.0
1792,B,False,0.25869215028829595,0.05,0.04912137824396934,3,term:: 60 months from 1.0 to 0.0
1792,B,False,0.25869215028829595,0.05,0.04868163296786846,4,open_acc from 13.96875 to 14.77534140625
1792,B,False,0.25869215028829595,0.05,0.04868163296786846,4,revol_util from 46.47 to 50.401448533641975
1792,B,False,0.25869215028829595,0.05,0.04868163296786846,4,cr_hist from 117.71343062217139 to 171.39587691412487
1792,B,False,0.25869215028829595,0.05,0.04868163296786846,4,term:: 36 months from 0.0 to 1.0
1792,B,False,0.25869215028829595,0.05,0.04868163296786846,4,term:: 60 months from 1.0 to 0.0
1793,B,True,0.18190588478062725,0.05,,0,No Explanation
1794,B,False,0.20566386061632905,0.05,,0,No Explanation
1795,E,False,0.2293084698320423,0.05,,0,No Explanation
1796,B,False,0.18937216475925525,0.05,0.048357639982089966,1,annual_inc from 38324.17117379892 to 66085.45986557804
1796,B,False,0.18937216475925525,0.05,0.048357639982089966,1,revol_bal from 4702.960443843953 to 12602.222474979331
1796,B,False,0.18937216475925525,0.05,0.048357639982089966,1,delinq_2yrs from 1.0 to 0.3146
1796,B,False,0.18937216475925525,0.05,0.048357639982089966,1,fico_range_high from 679.0 to 699.6428999999999
1796,B,False,0.18937216475925525,0.05,0.048357639982089966,1,revol_util from 44.55765432098765 to 50.401448533641975
1797,C,False,0.20245081775222343,0.05,,0,No Explanation
1798,B,False,0.23728882366728082,0.05,,0,No Explanation
1799,C,False,0.34946818838336635,0.05,,0,No Explanation
1800,C,False,0.15143353303425938,0.05,,0,No Explanation
1801,A,False,0.027773601802728014,0.05,0.1271895244904277,1,fico_range_high from 759.0 to 699.6428999999999
1801,A,False,0.027773601802728014,0.05,0.08339904194320574,2,fico_range_low from 755.0000000000001 to 695.6427500000001
1801,A,False,0.027773601802728014,0.05,0.06174194371971423,3,funded_amnt from 11124.999999999998 to 14391.65375
1801,A,False,0.027773601802728014,0.05,0.06174194371971423,3,revol_util from 11.56969135802469 to 50.401448533641975
1801,A,False,0.027773601802728014,0.05,0.059684296318516745,4,dti from 1.63236996996997 to 2.0512227454354353
1801,A,False,0.027773601802728014,0.05,0.059684296318516745,4,revol_util from 11.56969135802469 to 50.401448533641975
1801,A,False,0.027773601802728014,0.05,0.0561469795868292,5,revol_util from 11.56969135802469 to 50.401448533641975
1801,A,False,0.027773601802728014,0.05,0.0561469795868292,5,verification_status::Not Verified from 1.0 to 0.0
1801,A,False,0.027773601802728014,0.05,0.0561469795868292,5,verification_status::Source Verified from 0.0 to 1.0
1801,A,False,0.027773601802728014,0.05,0.05066493349306935,6,revol_util from 11.56969135802469 to 50.401448533641975
1801,A,False,0.027773601802728014,0.05,0.05066493349306935,6,emp_length::10+ years from 0.0 to 1.0
1801,A,False,0.027773601802728014,0.05,0.05066493349306935,6,emp_length::5 years from 1.0 to 0.0
1801,A,False,0.027773601802728014,0.05,0.052573616859331145,7,loan_amnt from 11124.999999999998 to 14398.863749999999
1801,A,False,0.027773601802728014,0.05,0.052573616859331145,7,revol_bal from 3242.110144312748 to 12602.222474979331
1801,A,False,0.027773601802728014,0.05,0.052573616859331145,7,revol_util from 11.56969135802469 to 50.401448533641975
1802,B,True,0.11101199542051607,0.05,0.02466257704099143,1,term:: 36 months from 0.0 to 1.0
1802,B,True,0.11101199542051607,0.05,0.02466257704099143,1,term:: 60 months from 1.0 to 0.0
1803,B,False,0.20378359233425053,0.05,0.04471802083488131,1,dti from 3.233174774774775 to 2.0512227454354353
1803,B,False,0.20378359233425053,0.05,0.04471802083488131,1,delinq_2yrs from 1.0 to 0.3146
1803,B,False,0.20378359233425053,0.05,0.04471802083488131,1,cr_hist from 344.65173989722354 to 171.39587691412487
1803,B,False,0.20378359233425053,0.05,0.04471802083488131,1,home_ownership::MORTGAGE from 0.0 to 1.0
1803,B,False,0.20378359233425053,0.05,0.04471802083488131,1,home_ownership::RENT from 1.0 to 0.0
1804,C,False,0.2522173617542511,0.05,0.0470478797579638,1,loan_amnt from 18500.0 to 14398.863749999999
1804,C,False,0.2522173617542511,0.05,0.0470478797579638,1,open_acc from 13.96875 to 14.77534140625
1804,C,False,0.2522173617542511,0.05,0.0470478797579638,1,revol_util from 58.995864197530864 to 50.401448533641975
1804,C,False,0.2522173617542511,0.05,0.0470478797579638,1,term:: 36 months from 0.0 to 1.0
1804,C,False,0.2522173617542511,0.05,0.0470478797579638,1,term:: 60 months from 1.0 to 0.0
1804,C,False,0.2522173617542511,0.05,0.047359671141183744,2,loan_amnt from 18500.0 to 14398.863749999999
1804,C,False,0.2522173617542511,0.05,0.047359671141183744,2,funded_amnt from 18500.0 to 14391.65375
1804,C,False,0.2522173617542511,0.05,0.047359671141183744,2,revol_util from 58.995864197530864 to 50.401448533641975
1804,C,False,0.2522173617542511,0.05,0.047359671141183744,2,term:: 36 months from 0.0 to 1.0
1804,C,False,0.2522173617542511,0.05,0.047359671141183744,2,term:: 60 months from 1.0 to 0.0
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,loan_amnt from 18500.0 to 14398.863749999999
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,revol_util from 58.995864197530864 to 50.401448533641975
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,cr_hist from 206.2292565422726 to 171.39587691412487
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,purpose::credit_card from 1.0 to 0.0
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,purpose::debt_consolidation from 0.0 to 1.0
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,term:: 36 months from 0.0 to 1.0
1804,C,False,0.2522173617542511,0.05,0.04268307329184544,3,term:: 60 months from 1.0 to 0.0
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,loan_amnt from 15250.0 to 14398.863749999999
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,annual_inc from 39879.059394141426 to 66085.45986557804
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,dti from 2.6447099099099103 to 2.0512227454354353
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,revol_bal from 4902.3436233338725 to 12602.222474979331
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,pub_rec from 0.6785714285714285 to 0.14473928571428568
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,home_ownership::MORTGAGE from 0.0 to 1.0
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,home_ownership::RENT from 1.0 to 0.0
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,verification_status::Not Verified from 1.0 to 0.0
1805,B,False,0.15191703628086106,0.05,0.026225999646196256,1,verification_status::Source Verified from 0.0 to 1.0
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,loan_amnt from 15250.0 to 14398.863749999999
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,annual_inc from 39879.059394141426 to 66085.45986557804
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,dti from 2.6447099099099103 to 2.0512227454354353
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,revol_bal from 4902.3436233338725 to 12602.222474979331
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,open_acc from 19.15625 to 14.77534140625
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,pub_rec from 0.6785714285714285 to 0.14473928571428568
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,home_ownership::MORTGAGE from 0.0 to 1.0
1805,B,False,0.15191703628086106,0.05,0.034714517360656234,2,home_ownership::RENT from 1.0 to 0.0
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,loan_amnt from 15250.0 to 14398.863749999999
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,annual_inc from 39879.059394141426 to 66085.45986557804
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,dti from 2.6447099099099103 to 2.0512227454354353
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,revol_bal from 4902.3436233338725 to 12602.222474979331
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,pub_rec from 0.6785714285714285 to 0.14473928571428568
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,cr_hist from 187.33420627406977 to 171.39587691412487
1805,B,False,0.15191703628086106,0.05,0.045010574244948406,3,home_ownership::MORTGAGE from 0.0 to 1.0
